"","Date","ID","Breed","Sex","BirthDate","Age","Weight"
"2522",2018-10-16,23,"Brahman","male",2018-09-17,30,66.13
"2523",2018-10-16,55,"composite","female",2018-09-26,21,60.76
"2533",2018-10-16,34,"Brahman","female",2018-09-26,21,57.86
"2535",2018-10-16,21,"Brahman","male",2018-09-18,29,66.13
"2540",2018-10-16,57,"composite","female",2018-09-12,35,70.03
"2541",2018-10-16,52,"composite","female",2018-10-07,10,51.84
"2542",2018-10-16,27,"Brahman","male",2018-09-22,25,62.53
"2543",2018-10-16,56,"composite","female",2018-09-11,36,70.03
"2548",2018-10-16,14,"Belmont Red","female",2018-09-05,42,74.78
"2553",2018-10-16,22,"Brahman","male",2018-09-26,21,59.21
"2559",2018-10-16,3,"Belmont Red","male",2018-09-26,21,56.55
"2562",2018-10-16,54,"composite","female",2018-09-28,19,60.76
"2564",2018-10-16,31,"Brahman","female",2018-09-11,36,70.5
"2572",2018-10-16,58,"composite","female",2018-09-11,36,70.03
"2573",2018-10-16,53,"composite","female",2018-10-09,8,51.84
"2578",2018-10-16,24,"Brahman","male",2018-09-04,43,80.15
"2581",2018-10-17,56,"composite","female",2018-09-11,37,73.47
"2584",2018-10-17,57,"composite","female",2018-09-12,36,70.03
"2586",2018-10-17,31,"Brahman","female",2018-09-11,37,73.94
"2587",2018-10-17,16,"Belmont Red","female",2018-10-17,1,38.99
"2591",2018-10-17,21,"Brahman","male",2018-09-18,30,66.13
"2592",2018-10-17,52,"composite","female",2018-10-07,11,51.84
"2600",2018-10-17,22,"Brahman","male",2018-09-26,22,59.21
"2601",2018-10-17,3,"Belmont Red","male",2018-09-26,22,56.55
"2602",2018-10-17,53,"composite","female",2018-10-09,9,51.84
"2608",2018-10-17,58,"composite","female",2018-09-11,37,73.47
"2611",2018-10-17,34,"Brahman","female",2018-09-26,22,57.86
"2612",2018-10-17,54,"composite","female",2018-09-28,20,60.76
"2613",2018-10-17,27,"Brahman","male",2018-09-22,26,63.43
"2625",2018-10-17,55,"composite","female",2018-09-26,22,60.76
"2628",2018-10-17,24,"Brahman","male",2018-09-04,44,80.15
"2639",2018-10-17,14,"Belmont Red","female",2018-09-05,43,76.41
"2640",2018-10-17,23,"Brahman","male",2018-09-17,31,67.21
"2642",2018-10-18,53,"composite","female",2018-10-09,10,51.84
"2643",2018-10-18,58,"composite","female",2018-09-11,38,73.47
"2652",2018-10-18,3,"Belmont Red","male",2018-09-26,23,56.55
"2654",2018-10-18,55,"composite","female",2018-09-26,23,60.76
"2655",2018-10-18,24,"Brahman","male",2018-09-04,45,81.28
"2656",2018-10-18,27,"Brahman","male",2018-09-22,27,63.43
"2664",2018-10-18,52,"composite","female",2018-10-07,12,56.47
"2668",2018-10-18,22,"Brahman","male",2018-09-26,23,59.21
"2672",2018-10-18,14,"Belmont Red","female",2018-09-05,44,76.41
"2673",2018-10-18,23,"Brahman","male",2018-09-17,32,71.58
"2674",2018-10-18,16,"Belmont Red","female",2018-10-17,2,38.99
"2676",2018-10-18,56,"composite","female",2018-09-11,38,73.47
"2677",2018-10-18,54,"composite","female",2018-09-28,21,60.76
"2678",2018-10-18,31,"Brahman","female",2018-09-11,38,73.94
"2691",2018-10-18,34,"Brahman","female",2018-09-26,23,57.86
"2693",2018-10-18,57,"composite","female",2018-09-12,37,73.47
"2699",2018-10-18,21,"Brahman","male",2018-09-18,31,67.21
"2702",2018-10-19,58,"composite","female",2018-09-11,39,73.2
"2704",2018-10-19,53,"composite","female",2018-10-09,11,51.84
"2708",2018-10-19,3,"Belmont Red","male",2018-09-26,24,59.87
"2710",2018-10-19,34,"Brahman","female",2018-09-26,24,61.19
"2711",2018-10-19,27,"Brahman","male",2018-09-22,28,63.43
"2715",2018-10-19,52,"composite","female",2018-10-07,13,57.79
"2716",2018-10-19,23,"Brahman","male",2018-09-17,33,71.58
"2722",2018-10-19,57,"composite","female",2018-09-12,38,73.47
"2727",2018-10-19,56,"composite","female",2018-09-11,39,73.2
"2732",2018-10-19,14,"Belmont Red","female",2018-09-05,45,77.55
"2740",2018-10-19,24,"Brahman","male",2018-09-04,46,81.28
"2748",2018-10-19,22,"Brahman","male",2018-09-26,24,62.53
"2751",2018-10-19,31,"Brahman","female",2018-09-11,39,74.54
"2754",2018-10-19,21,"Brahman","male",2018-09-18,32,71.58
"2756",2018-10-19,55,"composite","female",2018-09-26,24,64.08
"2757",2018-10-19,54,"composite","female",2018-09-28,22,60.76
"2758",2018-10-19,16,"Belmont Red","female",2018-10-17,3,38.99
"2761",2018-10-20,57,"composite","female",2018-09-12,39,73.2
"2768",2018-10-20,34,"Brahman","female",2018-09-26,25,61.19
"2769",2018-10-20,31,"Brahman","female",2018-09-11,40,74.54
"2770",2018-10-20,52,"composite","female",2018-10-07,14,59.99
"2773",2018-10-20,39,"Brahman","female",2018-10-20,1,41.65
"2774",2018-10-20,14,"Belmont Red","female",2018-09-05,46,77.55
"2788",2018-10-20,21,"Brahman","male",2018-09-18,33,71.58
"2796",2018-10-20,53,"composite","female",2018-10-09,12,56.47
"2797",2018-10-20,56,"composite","female",2018-09-11,40,73.2
"2798",2018-10-20,3,"Belmont Red","male",2018-09-26,25,59.87
"2801",2018-10-20,23,"Brahman","male",2018-09-17,34,71.58
"2802",2018-10-20,58,"composite","female",2018-09-11,40,73.2
"2806",2018-10-20,27,"Brahman","male",2018-09-22,29,66.13
"2807",2018-10-20,16,"Belmont Red","female",2018-10-17,4,39.29
"2812",2018-10-20,22,"Brahman","male",2018-09-26,25,62.53
"2814",2018-10-20,24,"Brahman","male",2018-09-04,47,82.39
"2815",2018-10-20,54,"composite","female",2018-09-28,23,60.76
"2816",2018-10-20,55,"composite","female",2018-09-26,25,64.08
"2825",2018-10-21,52,"composite","female",2018-10-07,15,59.99
"2826",2018-10-21,3,"Belmont Red","male",2018-09-26,26,60.77
"2829",2018-10-21,58,"composite","female",2018-09-11,41,76.1
"2831",2018-10-21,57,"composite","female",2018-09-12,40,73.2
"2836",2018-10-21,39,"Brahman","female",2018-10-20,2,41.65
"2838",2018-10-21,21,"Brahman","male",2018-09-18,34,71.58
"2846",2018-10-21,14,"Belmont Red","female",2018-09-05,47,78.66
"2860",2018-10-21,34,"Brahman","female",2018-09-26,26,62.09
"2862",2018-10-21,31,"Brahman","female",2018-09-11,41,77.45
"2864",2018-10-21,56,"composite","female",2018-09-11,41,76.1
"2868",2018-10-21,23,"Brahman","male",2018-09-17,35,71.58
"2870",2018-10-21,53,"composite","female",2018-10-09,13,57.79
"2873",2018-10-21,27,"Brahman","male",2018-09-22,30,66.13
"2874",2018-10-21,55,"composite","female",2018-09-26,26,64.98
"2875",2018-10-21,24,"Brahman","male",2018-09-04,48,83.61
"2876",2018-10-21,16,"Belmont Red","female",2018-10-17,5,39.29
"2877",2018-10-21,22,"Brahman","male",2018-09-26,26,63.43
"2880",2018-10-21,54,"composite","female",2018-09-28,24,64.08
"2882",2018-10-22,2,"Belmont Red","male",2018-10-22,1,41.93
"2887",2018-10-22,58,"composite","female",2018-09-11,42,76.1
"2889",2018-10-22,23,"Brahman","male",2018-09-17,36,71.58
"2890",2018-10-22,24,"Brahman","male",2018-09-04,49,83.61
"2897",2018-10-22,56,"composite","female",2018-09-11,42,76.1
"2899",2018-10-22,55,"composite","female",2018-09-26,27,64.58
"2903",2018-10-22,54,"composite","female",2018-09-28,25,64.08
"2904",2018-10-22,16,"Belmont Red","female",2018-10-17,6,39.29
"2905",2018-10-22,39,"Brahman","female",2018-10-20,3,41.65
"2915",2018-10-22,3,"Belmont Red","male",2018-09-26,27,60.77
"2917",2018-10-22,53,"composite","female",2018-10-09,14,59.99
"2919",2018-10-22,57,"composite","female",2018-09-12,41,76.1
"2920",2018-10-22,34,"Brahman","female",2018-09-26,27,62.09
"2929",2018-10-22,22,"Brahman","male",2018-09-26,27,63.43
"2930",2018-10-22,21,"Brahman","male",2018-09-18,35,71.58
"2932",2018-10-22,31,"Brahman","female",2018-09-11,42,77.45
"2934",2018-10-22,14,"Belmont Red","female",2018-09-05,48,79.03
"2935",2018-10-22,52,"composite","female",2018-10-07,16,59.99
"2940",2018-10-22,27,"Brahman","male",2018-09-22,31,67.21
"2941",2018-10-23,3,"Belmont Red","male",2018-09-26,28,60.77
"2944",2018-10-23,27,"Brahman","male",2018-09-22,32,71.58
"2945",2018-10-23,16,"Belmont Red","female",2018-10-17,7,45.8
"2947",2018-10-23,2,"Belmont Red","male",2018-10-22,2,41.93
"2951",2018-10-23,39,"Brahman","female",2018-10-20,4,41.95
"2954",2018-10-23,24,"Brahman","male",2018-09-04,50,87.39
"2956",2018-10-23,23,"Brahman","male",2018-09-17,37,75.01
"2961",2018-10-23,34,"Brahman","female",2018-09-26,28,62.09
"2963",2018-10-23,54,"composite","female",2018-09-28,26,64.98
"2965",2018-10-23,21,"Brahman","male",2018-09-18,36,71.58
"2968",2018-10-23,58,"composite","female",2018-09-11,43,77.74
"2970",2018-10-23,55,"composite","female",2018-09-26,28,64.58
"2981",2018-10-23,22,"Brahman","male",2018-09-26,28,63.43
"2984",2018-10-23,57,"composite","female",2018-09-12,42,76.1
"2989",2018-10-23,31,"Brahman","female",2018-09-11,43,79.08
"2991",2018-10-23,56,"composite","female",2018-09-11,43,77.74
"2992",2018-10-23,52,"composite","female",2018-10-07,17,59.99
"2997",2018-10-23,53,"composite","female",2018-10-09,15,59.99
"3000",2018-10-23,14,"Belmont Red","female",2018-09-05,49,79.03
"3003",2018-10-24,34,"Brahman","female",2018-09-26,29,64.79
"3004",2018-10-24,52,"composite","female",2018-10-07,18,59.99
"3007",2018-10-24,23,"Brahman","male",2018-09-17,38,75.01
"3012",2018-10-24,27,"Brahman","male",2018-09-22,33,71.58
"3013",2018-10-24,31,"Brahman","female",2018-09-11,44,79.08
"3018",2018-10-24,16,"Belmont Red","female",2018-10-17,8,45.8
"3019",2018-10-24,39,"Brahman","female",2018-10-20,5,41.95
"3020",2018-10-24,57,"composite","female",2018-09-12,43,77.74
"3021",2018-10-24,56,"composite","female",2018-09-11,44,77.74
"3024",2018-10-24,53,"composite","female",2018-10-09,16,59.99
"3027",2018-10-24,24,"Brahman","male",2018-09-04,51,87.39
"3028",2018-10-24,4,"Belmont Red","male",2018-10-24,1,41.93
"3029",2018-10-24,55,"composite","female",2018-09-26,29,66.74
"3032",2018-10-24,21,"Brahman","male",2018-09-18,37,75.01
"3041",2018-10-24,14,"Belmont Red","female",2018-09-05,50,81.85
"3042",2018-10-24,22,"Brahman","male",2018-09-26,29,66.13
"3046",2018-10-24,58,"composite","female",2018-09-11,44,77.74
"3049",2018-10-24,3,"Belmont Red","male",2018-09-26,29,63.47
"3054",2018-10-24,54,"composite","female",2018-09-28,27,64.58
"3055",2018-10-24,11,"Belmont Red","female",2018-10-24,1,38.99
"3060",2018-10-24,2,"Belmont Red","male",2018-10-22,3,41.93
"3061",2018-10-25,55,"composite","female",2018-09-26,30,66.74
"3063",2018-10-25,3,"Belmont Red","male",2018-09-26,30,63.47
"3066",2018-10-25,23,"Brahman","male",2018-09-17,39,75.61
"3069",2018-10-25,52,"composite","female",2018-10-07,19,60.76
"3073",2018-10-25,34,"Brahman","female",2018-09-26,30,64.79
"3076",2018-10-25,31,"Brahman","female",2018-09-11,45,80.21
"3078",2018-10-25,56,"composite","female",2018-09-11,45,78.87
"3080",2018-10-25,54,"composite","female",2018-09-28,28,64.58
"3082",2018-10-25,14,"Belmont Red","female",2018-09-05,51,81.85
"3084",2018-10-25,39,"Brahman","female",2018-10-20,6,41.95
"3085",2018-10-25,2,"Belmont Red","male",2018-10-22,4,42.24
"3087",2018-10-25,11,"Belmont Red","female",2018-10-24,2,38.99
"3088",2018-10-25,4,"Belmont Red","male",2018-10-24,2,41.93
"3100",2018-10-25,16,"Belmont Red","female",2018-10-17,9,45.8
"3102",2018-10-25,57,"composite","female",2018-09-12,44,77.74
"3106",2018-10-25,53,"composite","female",2018-10-09,17,59.99
"3107",2018-10-25,21,"Brahman","male",2018-09-18,38,75.01
"3108",2018-10-25,24,"Brahman","male",2018-09-04,52,87.39
"3109",2018-10-25,22,"Brahman","male",2018-09-26,30,66.13
"3114",2018-10-25,58,"composite","female",2018-09-11,45,78.87
"3120",2018-10-25,27,"Brahman","male",2018-09-22,34,71.58
"3121",2018-10-26,34,"Brahman","female",2018-09-26,31,65.5
"3122",2018-10-26,55,"composite","female",2018-09-26,31,67.21
"3130",2018-10-26,39,"Brahman","female",2018-10-20,7,48.46
"3136",2018-10-26,56,"composite","female",2018-09-11,46,78.87
"3139",2018-10-26,14,"Belmont Red","female",2018-09-05,52,81.85
"3140",2018-10-26,16,"Belmont Red","female",2018-10-17,10,45.8
"3142",2018-10-26,52,"composite","female",2018-10-07,20,60.76
"3144",2018-10-26,2,"Belmont Red","male",2018-10-22,5,42.24
"3145",2018-10-26,22,"Brahman","male",2018-09-26,31,67.21
"3152",2018-10-26,21,"Brahman","male",2018-09-18,39,75.61
"3154",2018-10-26,53,"composite","female",2018-10-09,18,59.99
"3157",2018-10-26,57,"composite","female",2018-09-12,45,78.87
"3158",2018-10-26,11,"Belmont Red","female",2018-10-24,3,38.99
"3160",2018-10-26,54,"composite","female",2018-09-28,29,66.74
"3162",2018-10-26,58,"composite","female",2018-09-11,46,78.87
"3166",2018-10-26,31,"Brahman","female",2018-09-11,46,80.21
"3167",2018-10-26,3,"Belmont Red","male",2018-09-26,31,64.54
"3170",2018-10-26,23,"Brahman","male",2018-09-17,40,75.61
"3172",2018-10-26,24,"Brahman","male",2018-09-04,53,87.39
"3176",2018-10-26,27,"Brahman","male",2018-09-22,35,71.58
"3178",2018-10-26,4,"Belmont Red","male",2018-10-24,3,41.93
"3184",2018-10-27,2,"Belmont Red","male",2018-10-22,6,42.24
"3187",2018-10-27,39,"Brahman","female",2018-10-20,8,48.46
"3188",2018-10-27,31,"Brahman","female",2018-09-11,47,81.32
"3191",2018-10-27,3,"Belmont Red","male",2018-09-26,32,68.91
"3192",2018-10-27,34,"Brahman","female",2018-09-26,32,70.5
"3200",2018-10-27,52,"composite","female",2018-10-07,21,60.76
"3202",2018-10-27,11,"Belmont Red","female",2018-10-24,4,39.29
"3209",2018-10-27,58,"composite","female",2018-09-11,47,79.98
"3213",2018-10-27,14,"Belmont Red","female",2018-09-05,53,81.85
"3215",2018-10-27,56,"composite","female",2018-09-11,47,79.98
"3218",2018-10-27,24,"Brahman","male",2018-09-04,54,87.39
"3221",2018-10-27,55,"composite","female",2018-09-26,32,70.03
"3223",2018-10-27,22,"Brahman","male",2018-09-26,32,71.58
"3225",2018-10-27,23,"Brahman","male",2018-09-17,41,78.52
"3227",2018-10-27,54,"composite","female",2018-09-28,30,66.74
"3228",2018-10-27,60,"composite","female",2018-10-27,1,44.16
"3230",2018-10-27,16,"Belmont Red","female",2018-10-17,11,45.8
"3233",2018-10-27,53,"composite","female",2018-10-09,19,60.76
"3237",2018-10-27,4,"Belmont Red","male",2018-10-24,4,42.24
"3238",2018-10-27,27,"Brahman","male",2018-09-22,36,71.58
"3239",2018-10-27,21,"Brahman","male",2018-09-18,40,75.61
"3240",2018-10-27,57,"composite","female",2018-09-12,46,78.87
"3241",2018-10-28,34,"Brahman","female",2018-09-26,33,70.5
"3243",2018-10-28,22,"Brahman","male",2018-09-26,33,71.58
"3244",2018-10-28,21,"Brahman","male",2018-09-18,41,78.52
"3245",2018-10-28,58,"composite","female",2018-09-11,48,80.35
"3246",2018-10-28,54,"composite","female",2018-09-28,31,67.21
"3249",2018-10-28,27,"Brahman","male",2018-09-22,37,75.01
"3255",2018-10-28,23,"Brahman","male",2018-09-17,42,78.52
"3258",2018-10-28,14,"Belmont Red","female",2018-09-05,54,81.85
"3259",2018-10-28,11,"Belmont Red","female",2018-10-24,5,39.29
"3265",2018-10-28,31,"Brahman","female",2018-09-11,48,81.7
"3269",2018-10-28,57,"composite","female",2018-09-12,47,79.98
"3271",2018-10-28,39,"Brahman","female",2018-10-20,9,48.46
"3272",2018-10-28,2,"Belmont Red","male",2018-10-22,7,47.14
"3274",2018-10-28,52,"composite","female",2018-10-07,22,60.76
"3281",2018-10-28,53,"composite","female",2018-10-09,20,60.76
"3286",2018-10-28,16,"Belmont Red","female",2018-10-17,12,50.43
"3289",2018-10-28,3,"Belmont Red","male",2018-09-26,33,68.91
"3290",2018-10-28,55,"composite","female",2018-09-26,33,70.03
"3295",2018-10-28,24,"Brahman","male",2018-09-04,55,88.93
"3296",2018-10-28,60,"composite","female",2018-10-27,2,44.16
"3298",2018-10-28,56,"composite","female",2018-09-11,48,80.35
"3299",2018-10-28,4,"Belmont Red","male",2018-10-24,5,42.24
"3308",2018-10-29,27,"Brahman","male",2018-09-22,38,75.01
"3314",2018-10-29,24,"Brahman","male",2018-09-04,56,90.31
"3315",2018-10-29,11,"Belmont Red","female",2018-10-24,6,39.29
"3318",2018-10-29,60,"composite","female",2018-10-27,3,44.16
"3320",2018-10-29,54,"composite","female",2018-09-28,32,70.03
"3321",2018-10-29,55,"composite","female",2018-09-26,34,70.03
"3322",2018-10-29,16,"Belmont Red","female",2018-10-17,13,51.75
"3327",2018-10-29,31,"Brahman","female",2018-09-11,49,81.7
"3329",2018-10-29,56,"composite","female",2018-09-11,49,80.35
"3331",2018-10-29,34,"Brahman","female",2018-09-26,34,70.5
"3333",2018-10-29,22,"Brahman","male",2018-09-26,34,71.58
"3334",2018-10-29,53,"composite","female",2018-10-09,21,60.76
"3336",2018-10-29,52,"composite","female",2018-10-07,23,60.76
"3337",2018-10-29,21,"Brahman","male",2018-09-18,42,78.52
"3340",2018-10-29,3,"Belmont Red","male",2018-09-26,34,68.91
"3344",2018-10-29,57,"composite","female",2018-09-12,48,80.35
"3345",2018-10-29,58,"composite","female",2018-09-11,49,80.35
"3347",2018-10-29,14,"Belmont Red","female",2018-09-05,55,83.7
"3351",2018-10-29,23,"Brahman","male",2018-09-17,43,80.15
"3355",2018-10-29,2,"Belmont Red","male",2018-10-22,8,47.14
"3358",2018-10-29,4,"Belmont Red","male",2018-10-24,6,42.24
"3359",2018-10-29,39,"Brahman","female",2018-10-20,10,48.46
"3363",2018-10-30,57,"composite","female",2018-09-12,49,80.35
"3367",2018-10-30,56,"composite","female",2018-09-11,50,83.18
"3368",2018-10-30,54,"composite","female",2018-09-28,33,70.03
"3369",2018-10-30,21,"Brahman","male",2018-09-18,43,80.15
"3371",2018-10-30,39,"Brahman","female",2018-10-20,11,48.46
"3374",2018-10-30,31,"Brahman","female",2018-09-11,50,84.52
"3383",2018-10-30,11,"Belmont Red","female",2018-10-24,7,45.8
"3386",2018-10-30,60,"composite","female",2018-10-27,4,44.46
"3387",2018-10-30,23,"Brahman","male",2018-09-17,44,80.15
"3390",2018-10-30,58,"composite","female",2018-09-11,50,83.18
"3391",2018-10-30,4,"Belmont Red","male",2018-10-24,7,47.14
"3393",2018-10-30,53,"composite","female",2018-10-09,22,60.76
"3395",2018-10-30,52,"composite","female",2018-10-07,24,64.08
"3401",2018-10-30,16,"Belmont Red","female",2018-10-17,14,53.95
"3402",2018-10-30,3,"Belmont Red","male",2018-09-26,35,68.91
"3404",2018-10-30,34,"Brahman","female",2018-09-26,35,70.5
"3408",2018-10-30,14,"Belmont Red","female",2018-09-05,56,85.08
"3412",2018-10-30,22,"Brahman","male",2018-09-26,35,71.58
"3413",2018-10-30,55,"composite","female",2018-09-26,35,70.03
"3415",2018-10-30,27,"Brahman","male",2018-09-22,39,75.61
"3417",2018-10-30,2,"Belmont Red","male",2018-10-22,9,47.14
"3420",2018-10-30,24,"Brahman","male",2018-09-04,57,90.31
"3421",2018-10-31,56,"composite","female",2018-09-11,51,83.18
"3423",2018-10-31,60,"composite","female",2018-10-27,5,44.46
"3425",2018-10-31,58,"composite","female",2018-09-11,51,83.18
"3427",2018-10-31,3,"Belmont Red","male",2018-09-26,36,68.91
"3434",2018-10-31,22,"Brahman","male",2018-09-26,36,71.58
"3435",2018-10-31,27,"Brahman","male",2018-09-22,40,75.61
"3436",2018-10-31,14,"Belmont Red","female",2018-09-05,57,85.08
"3439",2018-10-31,16,"Belmont Red","female",2018-10-17,15,53.95
"3446",2018-10-31,55,"composite","female",2018-09-26,36,70.03
"3448",2018-10-31,54,"composite","female",2018-09-28,34,70.03
"3451",2018-10-31,23,"Brahman","male",2018-09-17,45,81.28
"3452",2018-10-31,34,"Brahman","female",2018-09-26,36,70.5
"3454",2018-10-31,4,"Belmont Red","male",2018-10-24,8,47.14
"3461",2018-10-31,53,"composite","female",2018-10-09,23,60.76
"3464",2018-10-31,24,"Brahman","male",2018-09-04,58,90.31
"3468",2018-10-31,11,"Belmont Red","female",2018-10-24,8,45.8
"3469",2018-10-31,31,"Brahman","female",2018-09-11,51,84.52
"3470",2018-10-31,57,"composite","female",2018-09-12,50,83.18
"3471",2018-10-31,21,"Brahman","male",2018-09-18,44,80.15
"3472",2018-10-31,52,"composite","female",2018-10-07,25,64.08
"3475",2018-10-31,2,"Belmont Red","male",2018-10-22,10,47.14
"3477",2018-10-31,39,"Brahman","female",2018-10-20,12,53.1
"3480",2018-10-31,42,"composite","male",2018-10-31,1,51.99
"3481",2018-11-01,16,"Belmont Red","female",2018-10-17,16,53.95
"3486",2018-11-01,60,"composite","female",2018-10-27,6,44.46
"3489",2018-11-01,21,"Brahman","male",2018-09-18,45,81.28
"3490",2018-11-01,58,"composite","female",2018-09-11,52,83.18
"3493",2018-11-01,11,"Belmont Red","female",2018-10-24,9,45.8
"3495",2018-11-01,53,"composite","female",2018-10-09,24,64.08
"3496",2018-11-01,56,"composite","female",2018-09-11,52,83.18
"3499",2018-11-01,23,"Brahman","male",2018-09-17,46,81.28
"3503",2018-11-01,57,"composite","female",2018-09-12,51,83.18
"3506",2018-11-01,14,"Belmont Red","female",2018-09-05,58,85.08
"3508",2018-11-01,31,"Brahman","female",2018-09-11,52,84.52
"3509",2018-11-01,2,"Belmont Red","male",2018-10-22,11,47.14
"3510",2018-11-01,27,"Brahman","male",2018-09-22,41,78.52
"3514",2018-11-01,24,"Brahman","male",2018-09-04,59,90.31
"3518",2018-11-01,34,"Brahman","female",2018-09-26,37,73.94
